count,prod,data_loaded_B,dif_time,MB_s,x_size,y_size,time_size,x0,xf,y0,yf
0,ls8_level1_epsg32723_3,358702848,35.422194480895996,9.647961009412528,967,966,16,202800.0,231787.5,8764600.0,8793550.0
1,ls8_level1_epsg32723_3,358702848,38.32157492637634,8.91800381054506,967,966,16,202800.0,231787.5,8793550.0,8822500.0
2,ls8_level1_epsg32723_3,358702848,19.627868175506592,17.411567479650227,967,966,16,202800.0,231787.5,8822500.0,8851450.0
3,ls8_level1_epsg32723_3,358702848,38.53000283241272,8.869761902327687,967,966,16,202800.0,231787.5,8851450.0,8880400.0
4,ls8_level1_epsg32723_3,358702848,19.96649742126465,17.116269519336964,967,966,16,202800.0,231787.5,8880400.0,8909350.0
5,ls8_level1_epsg32723_3,358702848,40.08076286315918,8.526582999088536,967,966,16,202800.0,231787.5,8909350.0,8938300.0
6,ls8_level1_epsg32723_3,358702848,39.968350648880005,8.550564275763747,967,966,16,202800.0,231787.5,8938300.0,8967250.0
7,ls8_level1_epsg32723_3,358702848,19.61634135246277,17.421798748246513,967,966,16,202800.0,231787.5,8967250.0,8996200.0
8,ls8_level1_epsg32723_3,358702848,18.60180902481079,18.371973971116947,967,966,16,231787.5,260775.0,8764600.0,8793550.0
9,ls8_level1_epsg32723_3,358702848,19.46209716796875,17.559872827167716,967,966,16,231787.5,260775.0,8793550.0,8822500.0
10,ls8_level1_epsg32723_3,358702848,10.008766174316406,34.145262789382095,967,966,16,231787.5,260775.0,8822500.0,8851450.0
11,ls8_level1_epsg32723_3,358702848,20.538280248641968,16.63975498835203,967,966,16,231787.5,260775.0,8851450.0,8880400.0
12,ls8_level1_epsg32723_3,358702848,10.729853630065918,31.850569728360092,967,966,16,231787.5,260775.0,8880400.0,8909350.0
13,ls8_level1_epsg32723_3,358702848,22.259483098983765,15.353094665307594,967,966,16,231787.5,260775.0,8909350.0,8938300.0
14,ls8_level1_epsg32723_3,358702848,22.396780490875244,15.258976680096795,967,966,16,231787.5,260775.0,8938300.0,8967250.0
15,ls8_level1_epsg32723_3,358702848,10.993868589401245,31.085686393321254,967,966,16,231787.5,260775.0,8967250.0,8996200.0
