count,prod,data_loaded_B,dif_time,MB_s,x_size,y_size,time_size,x0,xf,y0,yf
0,ls8_level1_epsg32723_5,5610528,1.354933500289917,3.9451355659297325,484,483,1,202800.0,217293.75,8764600.0,8779075.0
1,ls8_level1_epsg32723_5,5622144,0.637925386428833,8.396692667492257,484,484,1,202800.0,217293.75,8779075.0,8793550.0
2,ls8_level1_epsg32723_5,5610528,0.2585413455963135,20.675208946308025,484,483,1,202800.0,217293.75,8793550.0,8808025.0
3,ls8_level1_epsg32723_5,5622144,0.6996607780456543,7.655800614686774,484,484,1,202800.0,217293.75,8808025.0,8822500.0
4,ls8_level1_epsg32723_5,5610528,0.2744426727294922,19.477278399529986,484,483,1,202800.0,217293.75,8822500.0,8836975.0
5,ls8_level1_epsg32723_5,5622144,0.64290452003479,8.33166239730946,484,484,1,202800.0,217293.75,8836975.0,8851450.0
6,ls8_level1_epsg32723_5,5610528,0.8164794445037842,6.546884159113255,484,483,1,202800.0,217293.75,8851450.0,8865925.0
7,ls8_level1_epsg32723_5,5622144,0.23571276664733887,22.72453669278002,484,484,1,202800.0,217293.75,8865925.0,8880400.0
8,ls8_level1_epsg32723_5,5610528,0.34510159492492676,15.489341168145717,484,483,1,202800.0,217293.75,8880400.0,8894875.0
9,ls8_level1_epsg32723_5,5622144,0.2160038948059082,24.797994589158836,484,484,1,202800.0,217293.75,8894875.0,8909350.0
10,ls8_level1_epsg32723_5,5610528,0.5254769325256348,10.172466212306372,484,483,1,202800.0,217293.75,8909350.0,8923825.0
11,ls8_level1_epsg32723_5,5622144,0.33209228515625,16.12944248949933,484,484,1,202800.0,217293.75,8923825.0,8938300.0
12,ls8_level1_epsg32723_5,5610528,0.21837115287780762,24.47849118814013,484,483,1,202800.0,217293.75,8938300.0,8952775.0
13,ls8_level1_epsg32723_5,5622144,0.5476808547973633,9.78026412227973,484,484,1,202800.0,217293.75,8952775.0,8967250.0
14,ls8_level1_epsg32723_5,5610528,0.32701539993286133,16.346007993999255,484,483,1,202800.0,217293.75,8967250.0,8981725.0
15,ls8_level1_epsg32723_5,5622144,0.21354413032531738,25.083636841125077,484,484,1,202800.0,217293.75,8981725.0,8996200.0
