count,prod,data_loaded_B,dif_time,MB_s,x_size,y_size,time_size,x0,xf,y0,yf
0,ls8_level1_epsg32723_5,5610528,1.155317783355713,4.626775782795694,484,483,1,202800.0,217293.75,8764600.0,8779075.0
1,ls8_level1_epsg32723_5,5622144,0.5163731575012207,10.373241398825972,484,484,1,202800.0,217293.75,8779075.0,8793550.0
2,ls8_level1_epsg32723_5,5610528,0.41257214546203613,12.95627055839446,484,483,1,202800.0,217293.75,8793550.0,8808025.0
3,ls8_level1_epsg32723_5,5622144,0.6274833679199219,8.53642293721756,484,484,1,202800.0,217293.75,8808025.0,8822500.0
4,ls8_level1_epsg32723_5,5610528,0.3714897632598877,14.389081127179997,484,483,1,202800.0,217293.75,8822500.0,8836975.0
5,ls8_level1_epsg32723_5,5622144,0.45385265350341797,11.802207992585432,484,484,1,202800.0,217293.75,8836975.0,8851450.0
6,ls8_level1_epsg32723_5,5610528,0.654390811920166,8.168507631973812,484,483,1,202800.0,217293.75,8851450.0,8865925.0
7,ls8_level1_epsg32723_5,5622144,0.33831191062927246,15.832914084138892,484,484,1,202800.0,217293.75,8865925.0,8880400.0
8,ls8_level1_epsg32723_5,5610528,0.49990224838256836,10.692883176177787,484,483,1,202800.0,217293.75,8880400.0,8894875.0
9,ls8_level1_epsg32723_5,5622144,0.3999135494232178,13.39405334567833,484,484,1,202800.0,217293.75,8894875.0,8909350.0
10,ls8_level1_epsg32723_5,5610528,0.6516640186309814,8.202687563896879,484,483,1,202800.0,217293.75,8909350.0,8923825.0
11,ls8_level1_epsg32723_5,5622144,0.4427769184112549,12.097431442121874,484,484,1,202800.0,217293.75,8923825.0,8938300.0
12,ls8_level1_epsg32723_5,5610528,0.41736698150634766,12.807425067912607,484,483,1,202800.0,217293.75,8938300.0,8952775.0
13,ls8_level1_epsg32723_5,5622144,0.6308591365814209,8.490743977586543,484,484,1,202800.0,217293.75,8952775.0,8967250.0
14,ls8_level1_epsg32723_5,5610528,0.5172128677368164,10.33500261672418,484,483,1,202800.0,217293.75,8967250.0,8981725.0
15,ls8_level1_epsg32723_5,5622144,0.27700161933898926,19.337300003575102,484,484,1,202800.0,217293.75,8981725.0,8996200.0
