count,prod,data_loaded_B,dif_time,MB_s,x_size,y_size,time_size,x0,xf,y0,yf
0,ls8_level1_epsg32723_2,22418928,1.1672070026397705,18.299664843436165,967,966,1,202800.0,231787.5,8764600.0,8793550.0
1,ls8_level1_epsg32723_2,22418928,0.9282701015472412,23.010002062565075,967,966,1,202800.0,231787.5,8793550.0,8822500.0
2,ls8_level1_epsg32723_2,22418928,0.5076887607574463,42.07203035054825,967,966,1,202800.0,231787.5,8822500.0,8851450.0
3,ls8_level1_epsg32723_2,22418928,0.6642665863037109,32.155007329321975,967,966,1,202800.0,231787.5,8851450.0,8880400.0
4,ls8_level1_epsg32723_2,22418928,0.5563259124755859,38.3938559614673,967,966,1,202800.0,231787.5,8880400.0,8909350.0
5,ls8_level1_epsg32723_2,22418928,1.022404432296753,20.89143618366075,967,966,1,202800.0,231787.5,8909350.0,8938300.0
6,ls8_level1_epsg32723_2,22418928,0.579268217086792,36.87324165416659,967,966,1,202800.0,231787.5,8938300.0,8967250.0
7,ls8_level1_epsg32723_2,22418928,0.5816390514373779,36.722941656745306,967,966,1,202800.0,231787.5,8967250.0,8996200.0
8,ls8_level1_epsg32723_2,22418928,0.7598540782928467,28.10999843444624,967,966,1,231787.5,260775.0,8764600.0,8793550.0
9,ls8_level1_epsg32723_2,22418928,0.7515890598297119,28.419116366673762,967,966,1,231787.5,260775.0,8793550.0,8822500.0
10,ls8_level1_epsg32723_2,22418928,0.6338422298431396,33.6984441009957,967,966,1,231787.5,260775.0,8822500.0,8851450.0
11,ls8_level1_epsg32723_2,22418928,0.6377885341644287,33.48993562451344,967,966,1,231787.5,260775.0,8851450.0,8880400.0
12,ls8_level1_epsg32723_2,22418928,0.7228686809539795,29.54823955442515,967,966,1,231787.5,260775.0,8880400.0,8909350.0
13,ls8_level1_epsg32723_2,22418928,0.9240152835845947,23.11595633825252,967,966,1,231787.5,260775.0,8909350.0,8938300.0
14,ls8_level1_epsg32723_2,22418928,0.46773242950439453,45.666059490148804,967,966,1,231787.5,260775.0,8938300.0,8967250.0
15,ls8_level1_epsg32723_2,22418928,0.4803347587585449,44.467939414637534,967,966,1,231787.5,260775.0,8967250.0,8996200.0
