count,prod,data_loaded_B,dif_time,MB_s,x_size,y_size,time_size,x0,xf,y0,yf
0,ls8_level1_epsg32723_1,717405696,58.284494161605835,11.727028127650353,967,966,32,202800.0,231787.5,8764600.0,8793550.0
1,ls8_level1_epsg32723_1,717405696,54.10683488845825,12.632487260584991,967,966,32,202800.0,231787.5,8793550.0,8822500.0
2,ls8_level1_epsg32723_1,717405696,39.91904616355896,17.122250357348893,967,966,32,202800.0,231787.5,8822500.0,8851450.0
3,ls8_level1_epsg32723_1,717405696,49.08851146697998,13.923907692715272,967,966,32,202800.0,231787.5,8851450.0,8880400.0
4,ls8_level1_epsg32723_1,717405696,38.9324791431427,17.556136097215685,967,966,32,202800.0,231787.5,8880400.0,8909350.0
5,ls8_level1_epsg32723_1,717405696,63.446505308151245,10.772916476949153,967,966,32,202800.0,231787.5,8909350.0,8938300.0
6,ls8_level1_epsg32723_1,717405696,48.66974854469299,14.043711399317564,967,966,32,202800.0,231787.5,8938300.0,8967250.0
7,ls8_level1_epsg32723_1,717405696,36.89923882484436,18.52352309172349,967,966,32,202800.0,231787.5,8967250.0,8996200.0
8,ls8_level1_epsg32723_1,717405696,36.439154386520386,18.75740296245368,967,966,32,231787.5,260775.0,8764600.0,8793550.0
9,ls8_level1_epsg32723_1,717405696,31.340641975402832,21.8088673159746,967,966,32,231787.5,260775.0,8793550.0,8822500.0
10,ls8_level1_epsg32723_1,717405696,26.028082847595215,26.260247688668112,967,966,32,231787.5,260775.0,8822500.0,8851450.0
11,ls8_level1_epsg32723_1,717405696,30.657769203186035,22.294639179682807,967,966,32,231787.5,260775.0,8851450.0,8880400.0
12,ls8_level1_epsg32723_1,717405696,26.611364126205444,25.684662356934435,967,966,32,231787.5,260775.0,8880400.0,8909350.0
13,ls8_level1_epsg32723_1,717405696,45.41568470001221,15.049952608968168,967,966,32,231787.5,260775.0,8909350.0,8938300.0
14,ls8_level1_epsg32723_1,717405696,30.151124238967896,22.669267554396885,967,966,32,231787.5,260775.0,8938300.0,8967250.0
15,ls8_level1_epsg32723_1,717405696,25.722862720489502,26.571844272005563,967,966,32,231787.5,260775.0,8967250.0,8996200.0
