count,prod,data_loaded_B,dif_time,MB_s,x_size,y_size,time_size,x0,xf,y0,yf
0,ls8_level1_epsg32723_2,768,10.375141620635986,7.052504378521609e-05,1,1,32,202800.0,231787.5,8764600.0,8793550.0
1,ls8_level1_epsg32723_2,768,6.878741264343262,0.00010637226913389792,1,1,32,202800.0,231787.5,8793550.0,8822500.0
2,ls8_level1_epsg32723_2,768,17.369044303894043,4.2127091408772904e-05,1,1,32,202800.0,231787.5,8822500.0,8851450.0
3,ls8_level1_epsg32723_2,768,15.623808860778809,4.683283849625237e-05,1,1,32,202800.0,231787.5,8851450.0,8880400.0
4,ls8_level1_epsg32723_2,768,10.199827194213867,7.173722683147532e-05,1,1,32,202800.0,231787.5,8880400.0,8909350.0
5,ls8_level1_epsg32723_2,768,9.478682279586792,7.719504626175405e-05,1,1,32,202800.0,231787.5,8909350.0,8938300.0
6,ls8_level1_epsg32723_2,768,7.468777179718018,9.796882400778707e-05,1,1,32,202800.0,231787.5,8938300.0,8967250.0
7,ls8_level1_epsg32723_2,768,5.978312969207764,0.00012239361185035707,1,1,32,202800.0,231787.5,8967250.0,8996200.0
8,ls8_level1_epsg32723_2,768,6.8285346031188965,0.00010715436907048363,1,1,32,231787.5,260775.0,8764600.0,8793550.0
9,ls8_level1_epsg32723_2,768,7.369369745254517,9.929035214230518e-05,1,1,32,231787.5,260775.0,8793550.0,8822500.0
10,ls8_level1_epsg32723_2,768,14.673063278198242,4.9867386461855405e-05,1,1,32,231787.5,260775.0,8822500.0,8851450.0
11,ls8_level1_epsg32723_2,768,14.64816427230835,4.9952151236891045e-05,1,1,32,231787.5,260775.0,8851450.0,8880400.0
12,ls8_level1_epsg32723_2,768,14.72762131690979,4.968265419976867e-05,1,1,32,231787.5,260775.0,8880400.0,8909350.0
13,ls8_level1_epsg32723_2,768,12.835582494735718,5.700616371506843e-05,1,1,32,231787.5,260775.0,8909350.0,8938300.0
14,ls8_level1_epsg32723_2,768,13.224268913269043,5.5330644126495794e-05,1,1,32,231787.5,260775.0,8938300.0,8967250.0
15,ls8_level1_epsg32723_2,768,12.689627170562744,5.7661845162053084e-05,1,1,32,231787.5,260775.0,8967250.0,8996200.0
